Title,GDP_measure,value
2001,10 Education CVM NAYear SA £m,25065
2001,01 Food and non-alcoholic beverages CVM NAYear SA £m,85254
2001,01 Food and non-alcoholic beverages CP SA £m,60345
2001,Miscellaneous annual growth rate %,-0.3
2001,COICOP 12 Misc CVM annual growth rate %,3.8
2001,Household Final Consumption Expenditure: Restaurants & hotels: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,0.5
2001,Household Final Consumption Expenditure: Clothing & footwear: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,13.1
2001,Household Final Consumption Expenditure: Housing: Annual growth rate %: Current Price: Seasonally Adjusted,3.9
2001,Household Final Consumption Expenditure: Alcohol & tobacco: Annual growth rate %: Current Price: Seasonally Adjusted,3
2001,Household Final Consumption Expenditure: Clothing & footwear: Annual growth rate %: Current Price: Seasonally Adjusted,4.5
2001,Household Final Consumption Expenditure: Alcohol & tobacco: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,1.4
2001,Total Gross Fixed Capital Formation CP SA £m,198659
2001,Total Gross Fixed Capital Formation CVM SA £m,259250
2001,Compensation of employees D.1 annual growth rate YoY CP SA %,6.8
2001,Household Final Consumption Expenditure: Health: Annual growth rate %: Current Price: Seasonally Adjusted,8.4
2001,Household Final Consumption Expenditure: Health: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,5
2001,"Change in Inventories: Manufacturing: Materials, Stores & Fuel: £M: CVM: SA £m",-3624
2001,Change in Inventories: Manufacturing: Work in Progress: £M: CVM: SA £m,1238
2001,Change in Inventories: Manufacturing: Finished Goods: £M: CVM: SA £m,2631
2001,Household Final Consumption Expenditure: Housing: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,1.9
2001,Household Final Consumption Expenditure: Household goods & services: Annual growth rate %: Current Price: Seasonally Adjusted,6
2001,Household Final Consumption Expenditure: Household goods & services: Annual growth rate %: Chained Volume Measures: Seasonally Adj,6
2001,Difference between GDP(E) and GDP(A) MP (SA CP) £m,0
2001,Statistical discrepancy (income) £m,0
2001,Difference between GDP(Expenditure) and GDP(Average) MP(CVM SA) £m,0
2001,Household Final Consumption Expenditure: Communication: Annual growth rate %: Current Price: Seasonally Adjusted,7.6
2001,Household Final Consumption Expenditure: Communication: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,15.3
2001,Household Final Consumption Expenditure: Recreation & culture: Annual growth rate %: Current Price: Seasonally Adjusted,4.8
2001,Gross Operating Surplus: Financial Corporations: Total: CP SA £m,12262
2001,Household Final Consumption Expenditure: Transport: Annual growth rate %: Current Price: Seasonally Adjusted,3.4
2001,Household Final Consumption Expenditure: Transport: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,2.6
2001,Gross value added at basic prices annual deflator growth rate SA %...455,1.4
2001,"Agriculture, Forestry and Fishing (period on period growth) %:CVM",-5.7
2001,Gross value added at basic prices annual growth CVM SA %,2.5
2001,Mining and Quarrying (period on period growth) %:CVM,-5.0999999999999996
2001,"Sections: B, C, D and E (period on period growth) %:CVM",-1.5
2001,Manufacturing (period on period growth) %:CVM,-1.5
2001,Household Final Consumption Expenditure: Recreation & culture: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,7
2001,Gross value added at basic prices annual growth rate CP SA %,3.9
2001,"Electricity, Gas, Steam and Air Conditioning Supply(period on period growth):CV",3.5
2001,Wholesale & Retail Trade;Repair Of Motor Vehicles/cycles (period-period growth),4.3
2001,"Water Supply; Sewerage,Waste Management & Remediation Act (period-period growth",1
2001,Total Services: Period on Period Growth %:CVM,3.8
2001,Construction (period on period growth) %:CVM,1.8
2001,Non-profits institutions annual growth rate YoY CVM SA %,5.7
2001,General government annual growth rate YoY CP SA %,8
2001,Human Health and Social Work Activities (period on period growth):CVM,4.9000000000000004
2001,General government annual growth rate YoY CVM SA %,4.3
2001,Total exports annual growth rate YoY CP SA %,2.6
2001,Education (period on period growth) %:CVM,1.1000000000000001
2001,Public Admin and Defence; Compulsory Social Security (period on period growth),0.7
2001,Exports services annual growth rate CP SA %,8
2001,Accommodation and Food Service Activities (period on period growth):CVM,4.5
2001,Real Estate Activities (period on period growth) %:CVM,2.4
2001,Financial and Insurance Activities (period on period growth) %:CVM,4
2001,Sections: M and N (period on period growth) %:CVM,7.1
2001,Imports services annual growth rate CP SA %,5.6
2001,Expenditure based estimate annual growth rate CP SA %,3.9
2001,Expenditure based estimate annual growth rate CVM SA %,2.5
2001,GOS Public corporations annual growth rate YoY CP SA %,2.2999999999999998
2001,GOS of corporations annual growth YoY CP SA %,-3.6
2001,Gross Domestic Product at market prices: CP: NSA £m,1129443
2001,Total exports annual growth rate YoY CVM SA %,1.9
2001,Exports services annual growth rate CVM SA %,3.4
2001,Total imports annual growth rate YoY CP SA %,4.5999999999999996
2001,"Distribution, hotels and restaurants (period on period growth):CVM",4.3
2001,Other Services (period on period growth) %:CVM,0.9
2001,Total imports annual growth rate YoY CVM SA %,4.8
2001,Imports services annual growth rate CVM SA %,2.8
2001,CVM SA changes in inventories timing adjustment £m,0
2001,CP SA changes in inventories timing adjustment £m,0
2001,Gross Operating Surplus: NFCos: Private: Alignment adjustments: CP SA £m,0
2001,Income based estimate annual growth rate CVM SA %,2.5
2001,Gross added value at factor cost annual growth rate YoY CP SA %,3.9
2001,Other income annual growth rate YoY CP SA %,4.7
2001,Gross national income at market prices annual growth rate CP SA %,4
2001,GNDI: chained volume measures: SA. % change compared with previous year,3.7
2001,Gross final expenditure annual growth rate YoY CP SA %,3.9
2001,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: Y on Y-1 growth %: CP £m: SA,-4.4000000000000004
2001,Change in Inventories: Retail: £M: CVM NAYear: SA £m,2088
2001,GOS Financial corporations annual growth rate YoY CP SA %,7
2001,Income based estimate annual growth rate CP SA %,3.9
2001,Taxes on products & production less subsidies annual growth rate YoY CP SA %,1.7
2001,Total domestic expenditure annual growth rate YoY CP SA %,4.2
2001,GFCF: General government - annual growth rate: CVM: SA %,17.2
2001,Other buildings and structures - annual growth rate %,-0.3
2001,Other machinery and equipment - annual growth rate %,-1.2
2001,Transport equipment - annual growth rate %,4.4000000000000004
2001,Dwellings - annual growth rate %,-1.1000000000000001
2001,Total domestic expenditure annual growth rate YoY CVM SA %,3.6
2001,Intangible fixed assets - annual growth rate %,-3.8
2001,Gross domestic expenditure annual deflator growth rate SA %...578,0.6
2001,Households (S.14): Individual consumption expenditure (P.31) Uses: Current price: £m: SA,729805
2001,Household final consumption expenditure :National concept CVM SA - £m,958825
2001,GFCF general government annual growth CP SA %,19
2001,Gross final expenditure annual growth rate YoY CVM SA %,3.3
2001,T...590,3.8
2001,T...591,4.2
2001,Gross Domestic Product index: Current price: Seasonally adjusted,57.3
2001,Total national household final consumption annual growth rate YoY CVM SA %,3.6
2001,Gross value added at basic price index: Current price: Seasonally adjusted,57.8
2001,Gross domestic product index: CVM: Seasonally adjusted,77.599999999999994
2001,GFCF-1...599,68
2001,Non-profits institutions annual growth rate YoY CP SA %,11.6
2001,GFCF-2...603,77.7
2001,GFCF-2...604,69.900000000000006
2001,GFCF-1...606,55.1
2001,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,1529127
2001,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CP SA £m,1435116
2001,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CVM SA £m,1900489
2001,GFCF:Public non-fin corps: TOTAL: Transfer of ownership costs: £m: CP: SA,812
2001,"GFCF:Public non-fin corps: TOTAL: Dwellings, excluding land: £m: CVM: SA",4306
2001,"GFCF:Public non-fin corps: TOTAL: Dwellings, excluding land: £m: CP: SA",2386
2001,GFCF:Private sector: TOTAL: Transfer of ownership costs: £m: CVM: SA,14095
2001,GFCF:Private sector: TOTAL: Transfer of ownership costs: £m: CP: SA,11464
2001,"GFCF:Private sector: TOTAL: Dwellings, excluding land: £m: CVM: SA",59754
2001,"GFCF:Private sector: TOTAL: Dwellings, excluding land: £m: CP: SA",31384
2001,GFCF:Public non-fin corps: TOTAL: Transfer of ownership costs: £m: CVM: SA,992
2001,Total national household final consumption annual growth rate %,3.8
2001,Gross domestic product at market prices:Implied deflator:SA,73.900000000000006
2001,Gross National Income: Current price: Seasonally adjusted £m,1137685
2001,Gross Value Added (Average) at basic prices: CP SA £m,1015239
2001,Gross Value Added at basic prices:chained volume measures:Seasonally adjusted £m,1368994
2001,GFCF-3...643,3.3
2001,GFCF-3...644,0.8
2001,GFCF-4...648,12.5
2001,GFCF-4...649,15.3
2001,GFCF public corps dwellings annual growth rate CVM SA %,61.2
2001,GFCF private sector dwellings annual growth rate CVM SA %,-4
2001,UK resident population: mid-year estimates (Qtly data interpolated),59113
2001,GFCF public corps transfer of ownership costs annual growth rate CVM SA %,64.8
2001,Total national expenditure:Implied deflator:SA,75.3
2001,GFCF private sector transfer of ownership costs annual growth rate CVM SA %,11.8
2001,Gross National Disposable Income index: CVM: Seasonally adjusted,79.3
2001,Gross value added at basic prices: Output Index: CVM SA,78
2001,Total national expenditure (aligned) - P.3+P.5: CVM SA £m,1535211
2001,Total national expenditure (aligned) - P.3+P.5: CP SA £m,1156564
2001,Total national expenditure:Implied deflator:SA 2017=100,73.596800000000002
2001,Gross domestic expenditure annual deflator growth rate SA %...668,0.6
2001,GFCF : S.13 : TOTAL : TOTAL : CP : SA : VALUE : £m : P.51g,21766
2001,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,1129443
2001,Gross Fixed Capital Formation: Total Economy:All Intangible Fixed Assets CVM SA,46657
2001,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,72.269099999999995
2001,GDP Deflator: Year on Year growth: SA %...684,0.8
2001,"GVA exc oil and gas growth rate, QonQ, AonA %:CVM",2.8
2001,GVA excluding oil and gas (06) (Index):CVM,76.7
2001,Total Market Sector GVA : Period on period growth %:CVM,2.6
2001,Household final consumption expenditure :Net tourist expenditure CVM NAYear SA £,19337
2001,Household final consumption expenditure: Net tourist expenditure CP SA £m,9889
2001,Household Final Consumption Expenditure: Durable goods: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,11.5
2001,Household Final Consumption Expenditure: Total goods: Annual growth rate %: Current Price: Seasonally Adjusted,3.9
2001,Gross Fixed Capital Formation:Total Economy:Total Intangible Fixed Assets: CP SA...698,38711
2001,Gross Fixed Capital Formation: Whole economy: Plant and machinery: CP SA,50251
2001,Total Market Sector GVA : Index 1dp:CVM,77.5
2001,GFCF: Total economy:Other buildings & structures and transfer costs: CP SA,65472
2001,Household Final Consumption Expenditure: Durable goods: Annual growth rate %: Current Price: Seasonally Adjusted,7
2001,Revisions to Total services CVM growth %,0
2001,Revisions to Goverment & other CVM growth %,0
2001,Revisions to Business services & finance CVM growth %,0
2001,"Revisions to Transport, storage & comms CVM growth %",0
2001,Revisions to NPISH CVM growth table %,0
2001,Revisions to Households CVM growth %,0
2001,Revisions to Total GVA exc oil CVM growth %,0
2001,Revisions to Total GVA CVM growth %,0
2001,Revisions to Total export CVM growth %,0
2001,Revisions to total (domestic expenditure) CVM growth %,0
2001,Revisions to Gross fixed capital formation CVM growth %,0
2001,Revisions to General government CVM growth %,0
2001,Non-durable goods annual growth rate YoY CP SA %,1.8
2001,Revisions to Total imports CVM growth %,0
2001,Revisions to GDP CVM quarter on same quarter a year earlier. £m,0
2001,Revision to GVA at bp £m,0
2001,Revision to basic price adjustment (bpa) £m,0
2001,Revision to GDP at market prices £m,0
2001,Gross Fixed Capital Formation :Total Economy:Total Transport Equipment: CP SA,10365
2001,Revision to HH - component of GDP(E) £m,0
2001,Revision to changes in inventories - component of GDP(E) £m,0
2001,Revision to GFCF - component of GDP(E) £m,0
2001,"PP: NPISH final consumption expenditure, growth annual",5.7
2001,Revision to CG - component of GDP(E) £m,0
2001,Revision to NPISH - component of GDP(E) £m,0
2001,Revision to total imports - component of GDP(E) £m,0
2001,Revision to Extraction CVM growth %,0
2001,"PP: Household final consumption expenditure, growth annual",3.6
2001,Revision to total exports - component of GDP(E) £m,0
2001,Revision to Agriculture CVM growth %,0
2001,Revisions to domestic expenditure on goods and services at market prices. £m,0
2001,Revisions to GDP CVM growth %,0
2001,Revision to Acquistions less disposals of valuables - component of GDP(E) £m,0
2001,Household Final Consumption Expenditure: Total goods: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,5.7
2001,Revisions to other income £m,0
2001,Revisions to Construction CVM growth %,0
2001,Revisions to GoS of corporations £m,0
2001,Revisions to Total production CVM growth %,0
2001,Revisions to CoE £m,0
2001,Revisions to Utilities CVM growth %,0
2001,Change in Inventories: Mining & Quarrying: £M: CVM NAYear: SA £m,1481
2001,Revisions to statistical discrepancy (E) £m,0
2001,Revision to Manufacturing CVM growth %,0
2001,"Change in Inventories: Electricity, Gas & Water: £M: CVM NAYear: SA £m",-402
2001,Revisions to statistical discrepancy (I) £m,0
2001,Revisions to taxes on products & production less subsidies £m,0
2001,Revisions to GVA at fc £m,0
2001,"Revisions to Distribution, hotels & catering CVM growth %",0
2001,"PP: General Government final consumption expenditure, growth annual",4.3
2001,Services annual growth rate % CVM SA,1.5
2001,"PP: Exports, growth annual",1.9
2001,"PP: Business investment, growth annual",-4.5
2001,Non-durable goods annual growth rate %,0.7
2001,Services annual growth rate % CP SA,3
2001,03 Clothing and footwear CVM NAYear SA £m,24443
2001,0 Household final consumption expenditure :Domestic concept CVM NAYear SA £m,940291
2001,"PP: Gross fixed capital formation, growth annual",-1.2
2001,0 Household final consumption expenditure: Domestic concept CP SA £m,719916
2001,"02 Alcoholic beverages, tobacco & narcotics CVM NAYear SA £m",52043
2001,"PP: Gross Capital Formation, growth annual",2.7
2001,"02 Alcoholic beverages, tobacco & narcotics CP SA £m",32809
2001,03 Clothing and footwear CP SA £m,36462
2001,Household Final Consumption Expenditure: Semi-durable goods: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,10.6
2001,"Revisions to Water supply, sewerage £m",0
2001,Household Final Consumption Expenditure: Semi-durable goods: Annual growth rate %: Current Price: Seasonally Adjusted,5.6
2001,GVAx06 : GVA exc oil and gas £m:CVM,1336971
2001,UK: Total compensation of employees (Uses): D.1: CP SA £m,574542
2001,"GDP (Average) per head, year on year growth rate CVM SA %",2.4
2001,Change in Inventories: Wholesale: £M: CVM NAYear: SA £m,4425
2001,"GDP (Average) per head at market prices, year on year growth rate CP SA %",3.3
2001,Income based: Gross operating surplus of corporations : Total: CP SA £m,214038
2001,Income based: Other income: CP SA £m,209504
2001,Gross Value Added at basic prices: Implied deflator:SA,74.2
2001,National accounts residual error: CP: SA: £m,0
2001,ESA95 % change on previous quarter: Gross value added at basic prices,2.5
2001,CII: VPI:Manufacturing Total: CVM SA £m,244
2001,Gross value added at basic prices:CVM:Index:SA,78
2001,Total goods :Total CVM NAYear SA £m,344855
2001,Total goods: Total CP SA £m,315428
2001,Income based: Gross value added at factor cost: CP SA £m,998084
2001,Durable goods :Total CVM NAYear SA £m,62726
2001,Durable goods: Total CP SA £m,77483
2002,05 Furnishings; household equipment & routine maintnce of the house CVM NAYear £,48934
2002,04 Housing; water; electricity; gas and other fuels CVM NAYear SA £m,282004
2002,05 Furnishings; household equipment and routine maintenance of the house CP SA £,41704
2002,07 Transport CVM NAYear SA £m,138872
2002,07 Transport CP SA £m,98645
2002,General Government: Final consumption expenditure (P3): CPSA £m,211405
2002,Gross Value Added at basic prices: Implied deflator:SA:2017=100,74.679599999999994
2002,06 Health CVM NAYear SA £m,13947
2002,Gross value added at basic prices annual deflator growth rate SA %...10,2.6
2002,06 Health CP SA £m,10881
2002,Services :Total CVM NAYear SA £m,616061
2002,Services: Total CP SA £m,421285
2002,Non-durable goods :Total CVM NAYear SA £m,246795
2002,"PP: Less imports, growth annual",5.7
2002,Non-durable goods: Total CP SA £m,164960
2002,Semi-durable goods :Total CVM NAYear SA £m,66164
2002,Semi-durable goods: Total CP SA £m,82707
2002,04 Housing; water; electricity; gas and other fuels CP SA £m,192658
2002,Gross Domestic Product (Expenditure) current basic prices index SA,60.6
2002,Gross Domestic Product (Income) chained volume index: SA,79.7
2002,11 Restaurants and hotels CP SA £m,72759
2002,Gross Domestic Product (Income) current basic prices index SA,60.6
2002,Gross Domestic Product (Expenditure) chained volume index: SA,79.7
2002,11 Restaurants and hotels CVM NAYear SA £m,112778
2002,Tot adjustment to basic prices (General Government + Rest of the World) CVM SA £,168565
2002,Gross domestic product at market prices annual growth rate CP SA %,4.7
2002,Total adjustment to basic prices (General Government + ROW) CP SA £m,118297
2002,Gross Domestic Product: Year on Year growth: CVM SA %,2.5
2002,"PP: Other income, growth annual",3.4
2002,"PP: Taxes less subsidies on products and production, growth annual",3.6
2002,GDP Deflator: Year on Year growth: SA %...51,2.2000000000000002
2002,"PP: Compensation of employees, growth annual",3.2
2002,12 Miscellaneous goods and services CVM NAYear SA £m,125068
2002,"PP: GOS of corporations, growth annual",10.8
2002,12 Miscellaneous goods and services CP SA £m,94441
2002,"PP: Total Production, growth annual",-1.4
2002,"PP: Transport, storage and comms, growth annual",2.2999999999999998
2002,"PP: Manufacturing, growth annual",-2.2000000000000002
2002,"PP: Business services and finance, growth annual",1.5
2002,General Government: Final consumption expenditure: P3: CVM SA £m,290688
2002,"PP: Agriculture, growth annual",12.9
2002,"PP: Distn, hotels and catering, growth annual",4.9000000000000004
2002,09 Recreation and culture CP SA £m,81096
2002,08 Communication CVM NAYear SA £m,17036
2002,08 Communication CP SA £m,14943
2002,"Gross domestic product (Average) per head,at current market prices: SA",19926
2002,09 Recreation and culture CVM NAYear SA £m,68777
2002,"Gross domestic product (Average) per head, CVM market prices: SA",26401
2002,"PP: Total Services, growth annual",2.7
2002,"PP: Water and sewerage, growth annual",4.5999999999999996
2002,"PP: Construction, growth annual",5.7
2002,"PP: Extraction, growth annual",-0.6
2002,"PP: Government and other, growth annual",3
2002,"PP: Electricity, gas and air, growth annual",0.8
2002,Gross Fixed Capital Formation:Total Economy: Dwellings: D0-9:CVM SA £m,68777
2002,whole economy: D2 less D3: pre-ESA95 factor cost adjustment: SA CP £m,136080
2002,Trade in services:Exports:Total:CP:SA:£m,93693
2002,Trade in services:Imports:Total:CP:SA:£m,77397
2002,Trade in Services:Imports:Total:CVM:SA:£m,107059
2002,Trade in services:Balance:Total:CP:SA:£m,16296
2002,Trade in Services:Exports:Total:CVM:SA:£m,129551
2002,Balance of Payments: Trade in Goods & Services: Total balance: CP SA £m,-33286
2002,Balance of Payments: Trade in Goods & Services: Total exports: CVM SA £m,372374
2002,Balance of Payments: Trade in Goods & Services: Total exports: CP SA £m,280651
2002,Balance of Payments: Trade in Goods & Services: Total imports: CP SA £m,313937
2002,Balance of Payments: Imports: Total Trade in Goods & Services: CVM SA £m,395680
2002,Balance of Payments: Trade in Goods & Services: Total Balance: CVM SA £m,-23306
2002,"H and J : Transport, Storage and Communication (Index):CVM",72.400000000000006
2002,H+J : Transp. and Storage and Communication (period on period growth):CVM,2.2999999999999998
2002,O to T : Government and Other Services (Index):CVM,85.4
2002,O-T: Government and other services (period on period growth):CVM,3
2002,K to N : Business services and Finance (Index):CVM,66.900000000000006
2002,K-N: Business services and Finance (period on period growth):CVM,1.5
2002,Gross fixed capital formation annual growth rate YoY CP SA %,4.9000000000000004
2002,Gross Fixed Capital Formation: Business Investment: CP SA: % change latest year on previous year,0.3
2002,Total Domestic Household Final Consumption: Annual growth rate %: Current Price: Seasonally Adjusted,4.0999999999999996
2002,"Gross Fixed Capital Formation :Total Economy:Total Transport Equipment: CP SA, %...120",52.4
2002,"Gross Fixed Capital Formation: Whole economy: Plant and machinery: CP SA, % chan...122",1.2
2002,Gross Fixed Capital Formation:Total Economy:Total Intangible Fixed Assets: CP SA...124,2.1
2002,"Gross Fixed Capital Formation:Total Economy:Total New Dwellings,excluding land",39000
2002,Gross Fixed Capital Formation: Plant & Machinery: CVM SA: £m,52292
2002,GFCF: Other New Buildings & Structures and transfer costs:CVM SA: £m,85157
2002,Change in inventories: Other Industries: CVM SA £m,2707
2002,"A : Agriculture, Forestry and Fishing (Index):CVM",98.6
2002,B : Mining and Quarrying (Index):CVM,203.3
2002,"Total Production : Sections B, C, D and E (Index):CVM",109.2
2002,Total fixed capital formation annual growth rate YoY CVM SA %,3
2002,C : Manufacturing (Index):CVM,101.2
2002,Gross Fixed Capital Formation: Business Investment: CVM SA: % change latest year on previous year,-0.4
2002,Gross Fixed Capital Formation:Total General Government P51:CVM SA: £m,30238
2002,Total Domestic Household Final Consumption: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,3.7
2002,"Gross Fixed Capital Formation: Vehicles, Ships & Aircraft: CVM SA: £m",16199
2002,Accommodation and Food Service Activities: CVM Index,80.8
2002,Changes in inventories (CP SA) including alignment adjustment £m,4034
2002,Financial and Insurance Activities: CVM Index,80.2
2002,Net income from abroad: Current price: Seasonally adjusted £m,15414
2002,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: CP £m: SA,211106
2002,"Water and sewerage, cont annual",0
2002,Gross Operating Surplus: NFCos: Public: Current price: SA £m,7883
2002,"Construction, cont annual",0.3
2002,Real Estate Activities: CVM Index,72.900000000000006
2002,Sections: M and N:CVM Index,53.2
2002,"E : Water Supply; Sewerage, Waste Management and Remediation Activities (Index)",76.400000000000006
2002,Imports goods annual growth rate CP SA %,1.5
2002,Exports goods annual growth rate CP SA %,-1.4
2002,Changes in inventories including alignment adjustment - CVM NAYear SA £m,1576
2002,Household Final Consumption Expenditure: Food & drink: Annual growth rate %: Current Price: Seasonally Adjusted,2.7
2002,"D : Electricity, Gas, Steam and Air Conditioning Supply(Index):CVM",103.2
2002,F : Construction (Index):CVM,86.1
2002,Exports goods annual growth rate CVM SA %,0.8
2002,Total Services : G to T (Index):CVM,74.5
2002,Imports goods annual growth rate CVM SA %,5.3
2002,Wholesale & Retail Trade;Repair of Motor Vehicles and Motorcycles:CVM Index,78.2
2002,Household Final Consumption Expenditure: Food & drink: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,2.1
2002,"Revision: Business services and finance, growth annual",0
2002,"Revision: Government and other, growth annual",0
2002,"Revision: Distn, hotels and catering, growth annual",0
2002,"Revision: Transport, storage and comms, growth annual",0
2002,"Revision: Water and sewerage, growth annual",0
2002,Other Services:CVM Index,87.8
2002,"Revision: Construction, growth annual",0
2002,"Revision: Extraction, growth annual",0
2002,"Revision: Electricity, gas and air, growth annual",0
2002,Gross Fixed Capital Formation: Business Investment: CP SA: £m,131210
2002,Gross Fixed Capital Formation: Business Investment: CVM SA: £m,150965
2002,"Revision: Total Services, growth annual",0
2002,"G and I : Distribution, hotels and restaurants (Index):CVM",78.8
2002,Gross Domestic Product (Income) current basic prices: aligned: SA £m,1064659
2002,Gross Domestic Product (Expenditure) chained volume measure SA £m,1399306
2002,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,1064659
2002,NPISH (S.15): Individual consumption expenditure (P.31): Uses: Current price: £m: SA,30785
2002,"Transport, storage and comms, cont annual",0.2
2002,"Agriculture, cont annual",0.1
2002,"Business services and finance, cont annual",0.5
2002,Trade in Goods:Exports:Total Trade in Goods:CVM:SA:£m,238347
2002,"Total Services, cont annual",2
2002,"Distn, hotels and catering, cont annual",0.7
2002,Trade in Goods:Imports:Total:CVM:SA: £m,288117
2002,"Extraction, cont annual",0
2002,Public Administration and Defence; Compulsory Social Security:CVM Index,107.5
2002,"Electricity, gas and air, cont annual",0
2002,Final Consumption Expenditure of NPISHs CVM SA £m,50580
2002,"Total Production, cont annual",-0.2
2002,"Government and other, cont annual",0.6
2002,"Manufacturing, cont annual",-0.3
2002,Education:CVM Index,94.6
2002,"Revision: Total Production, growth annual",0
2002,"Revision: Manufacturing, growth annual",0
2002,"Revision: Agriculture, growth annual",0
2002,Human Health and Social Work Activities:CVM Index,66.400000000000006
2002,"Revision: Household final consumption expenditure, growth annual",0
2002,"Revision: Gross Capital Formation, growth annual",0
2002,"Revision: Gross fixed capital formation, growth annual",0
2002,"Revision: NPISH final consumption expenditure, growth annual",0
2002,"Revision: General Government final consumption expenditure, growth annual",0
2002,"GOS of corporations, cont annual",2
2002,"Other income, cont annual",0.6
2002,"Compensation of employees, cont annual",1.6
2002,"Taxes less subsidies on products and production, cont annual",0.4
2002,"Gross Capital Formation, cont annual",0.2
2002,"Gross fixed capital formation, cont annual",0.5
2002,"NPISH final consumption expenditure, cont annual",0.1
2002,"General Government final consumption expenditure, cont annual",0.7
2002,"Less imports, cont annual",1.5
2002,"Net trade, cont annual",-1
2002,"Business investment, cont annual",0
2002,"Exports, cont annual",0.6
2002,"Gross Capital Formation, growth annual",1.2
2002,"Household final consumption expenditure, cont annual",2.5
2002,"Deflator: Less imports, growth annual",-2.8
2002,"Revision: Less imports, growth annual",0
2002,"Revision: Business investment, growth annual",0
2002,"Revision: Exports, growth annual",0
2002,"Deflator: Household final consumption expenditure, growth annual",0.4
2002,"Deflator: NPISH final consumption expenditure, growth annual",6.2
2002,Trade in Goods:Balance:Total:CP:SA £m,-49582
2002,"Deflator: Gross fixed capital formation, growth annual",1.8
2002,Trade in Goods:Imports:Total:CP:SA £m,236540
2002,"Deflator: Exports, growth annual",-1.5
2002,Trade in Goods:Exports:Total:CP:SA £m,186958
2002,"Deflator: General Government final consumption expenditure, growth annual",5
2002,"Deflator: Gross Capital Formation, growth annual",2.7
2002,"Revision: Compensation of employees, growth annual",0
2002,"Revision: GOS of corporations, growth annual",0
2002,"Revision: Other income, growth annual",0
2002,"Revision: Taxes less subsidies on products and production, growth annual",0
2002,Household Final Consumption Expenditure: Restaurants & hotels: Annual growth rate %: Current Price: Seasonally Adjusted,6.8
2002,"Acquisitions less disposals of valuables: total economy CP SA, £m",1195
2002,"Acquisitions less disposals of valuables: total economy CVM SA, £m",1610
2002,Household Final Consumption Expenditure: Education: Annual growth rate %: Current Price: Seasonally Adjusted,6.4
2002,Household Final Consumption Expenditure: Education: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,0.7
2002,10 Education CP SA £m,8240
2002,10 Education CVM NAYear SA £m,25247
2002,01 Food and non-alcoholic beverages CVM NAYear SA £m,87048
2002,01 Food and non-alcoholic beverages CP SA £m,62004
2002,Miscellaneous annual growth rate %,2.2000000000000002
2002,COICOP 12 Misc CVM annual growth rate %,4.2
2002,Household Final Consumption Expenditure: Restaurants & hotels: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,2.7
2002,Household Final Consumption Expenditure: Clothing & footwear: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,15
2002,Household Final Consumption Expenditure: Housing: Annual growth rate %: Current Price: Seasonally Adjusted,2.9
2002,Household Final Consumption Expenditure: Alcohol & tobacco: Annual growth rate %: Current Price: Seasonally Adjusted,0.6
2002,Household Final Consumption Expenditure: Clothing & footwear: Annual growth rate %: Current Price: Seasonally Adjusted,6.7
2002,Household Final Consumption Expenditure: Alcohol & tobacco: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,2.4
2002,Total Gross Fixed Capital Formation CP SA £m,208349
2002,Total Gross Fixed Capital Formation CVM SA £m,267014
2002,Compensation of employees D.1 annual growth rate YoY CP SA %,3.2
2002,Household Final Consumption Expenditure: Health: Annual growth rate %: Current Price: Seasonally Adjusted,7.7
2002,Household Final Consumption Expenditure: Health: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,4.9000000000000004
2002,"Change in Inventories: Manufacturing: Materials, Stores & Fuel: £M: CVM: SA £m",-519
2002,Change in Inventories: Manufacturing: Work in Progress: £M: CVM: SA £m,-710
2002,Change in Inventories: Manufacturing: Finished Goods: £M: CVM: SA £m,-868
2002,Household Final Consumption Expenditure: Housing: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,0.8
